customer_id,account,status,updated
CUST100219,Premium,Active,2025-06-21
CUST100220,Free,Inactive,2025-06-13
CUST100221,Premium,Active,2025-06-02
CUST100222,Free,Active,2025-06-12
CUST100223,Premium,Inactive,2025-06-21
CUST100224,Premium,Active,2025-06-17
CUST100225,Premium,Active,2025-06-14
CUST100226,Premium,Active,2025-06-11
CUST100227,Free,Inactive,2025-06-06
CUST100228,Premium,Inactive,2025-06-22
CUST100229,Premium,Active,2025-06-03
CUST100230,Free,Inactive,2025-06-16
CUST100231,Premium,Active,2025-06-22
CUST100232,Free,Inactive,2025-06-12
CUST100233,Premium,Active,2025-06-22
CUST100234,Premium,Inactive,2025-06-04
CUST100235,Free,Active,2025-06-06
CUST100236,Free,Active,2025-06-08
CUST100237,Premium,Inactive,2025-06-13
CUST100238,Premium,Active,2025-06-03
CUST100239,Free,Active,2025-06-03
CUST100240,Free,Inactive,2025-06-12
CUST100241,Free,Active,2025-06-01
CUST100242,Premium,Active,2025-06-06
CUST100243,Premium,Inactive,2025-06-19
CUST100244,Premium,Inactive,2025-06-16
CUST100245,Free,Active,2025-06-17
CUST100246,Free,Inactive,2025-06-03
CUST100247,Premium,Inactive,2025-06-06
CUST100248,Premium,Inactive,2025-06-21
CUST100249,Free,Active,2025-06-15
CUST100250,Premium,Active,2025-06-21
CUST100251,Free,Inactive,2025-06-11
CUST100252,Premium,Active,2025-06-03
CUST100253,Free,Inactive,2025-06-19
CUST100254,Premium,Active,2025-06-07
CUST100255,Premium,Inactive,2025-06-15
CUST100256,Free,Active,2025-06-03
CUST100257,Free,Inactive,2025-06-21
CUST100258,Premium,Active,2025-06-21
CUST100259,Free,Active,2025-06-07
CUST100260,Free,Inactive,2025-06-22
CUST100261,Free,Inactive,2025-06-05
CUST100262,Premium,Active,2025-06-13
CUST100263,Premium,Inactive,2025-06-20
CUST100264,Premium,Active,2025-06-04
CUST100265,Premium,Inactive,2025-06-12
CUST100266,Premium,Active,2025-06-17
CUST100267,Premium,Inactive,2025-06-08
CUST100268,Premium,Active,2025-06-05
CUST100269,Free,Active,2025-06-22
CUST100270,Premium,Inactive,2025-06-15
CUST100271,Free,Active,2025-06-01
CUST100272,Free,Active,2025-06-15
CUST100273,Premium,Inactive,2025-06-02
CUST100274,Free,Active,2025-06-11
CUST100275,Premium,Inactive,2025-06-19
CUST100276,Premium,Inactive,2025-06-05
CUST100277,Premium,Inactive,2025-06-08
CUST100278,Free,Active,2025-06-05
CUST100279,Premium,Inactive,2025-06-15
CUST100280,Free,Active,2025-06-02
CUST100281,Free,Active,2025-06-08
CUST100282,Free,Active,2025-06-17
CUST100283,Premium,Active,2025-06-10
CUST100284,Premium,Active,2025-06-06
CUST100285,Premium,Inactive,2025-06-22
CUST100286,Free,Active,2025-06-14
CUST100287,Premium,Inactive,2025-06-12
CUST100288,Premium,Inactive,2025-06-11
CUST100289,Premium,Inactive,2025-06-15
CUST100290,Premium,Active,2025-06-04
CUST100291,Free,Inactive,2025-06-12
CUST100292,Premium,Inactive,2025-06-15
CUST100293,Premium,Active,2025-06-09
CUST100294,Free,Inactive,2025-06-12
CUST100295,Free,Active,2025-06-04
CUST100296,Premium,Active,2025-06-13
CUST100297,Free,Inactive,2025-06-10
CUST100298,Free,Inactive,2025-06-17
CUST100299,Free,Active,2025-06-20
CUST100300,Premium,Inactive,2025-06-15
CUST100301,Free,Inactive,2025-06-05
CUST100302,Free,Inactive,2025-06-05
CUST100303,Free,Inactive,2025-06-14
CUST100304,Free,Inactive,2025-06-05
CUST100305,Free,Active,2025-06-03
CUST100306,Premium,Inactive,2025-06-02
CUST100307,Premium,Inactive,2025-06-17
CUST100308,Premium,Inactive,2025-06-15
CUST100309,Premium,Active,2025-06-13
CUST100310,Free,Active,2025-06-18
CUST100311,Premium,Active,2025-06-17
CUST100312,Premium,Active,2025-06-01
CUST100313,Premium,Inactive,2025-06-05
CUST100314,Free,Active,2025-06-21
CUST100315,Free,Active,2025-06-12
CUST100316,Premium,Inactive,2025-06-08
CUST100317,Free,Active,2025-06-14
CUST100318,Free,Active,2025-06-04
CUST100319,Premium,Active,2025-06-04
CUST100320,Premium,Inactive,2025-06-20
CUST100321,Free,Active,2025-06-22
CUST100322,Premium,Active,2025-06-16
CUST100323,Premium,Active,2025-06-03
CUST100324,Premium,Active,2025-06-16
CUST100325,Free,Inactive,2025-06-19
CUST100326,Free,Inactive,2025-06-20
CUST100327,Premium,Active,2025-06-08
CUST100328,Free,Inactive,2025-06-05
CUST100329,Premium,Inactive,2025-06-12
CUST100330,Premium,Inactive,2025-06-19
CUST100331,Free,Inactive,2025-06-11
CUST100332,Free,Inactive,2025-06-22
CUST100333,Premium,Inactive,2025-06-12
CUST100334,Premium,Inactive,2025-06-17
CUST100335,Free,Active,2025-06-18
CUST100336,Free,Inactive,2025-06-12
CUST100337,Free,Inactive,2025-06-19
CUST100338,Free,Active,2025-06-19
CUST100339,Premium,Inactive,2025-06-17
CUST100340,Free,Inactive,2025-06-14
CUST100341,Free,Active,2025-06-13
CUST100342,Free,Active,2025-06-02
CUST100343,Free,Inactive,2025-06-15
CUST100344,Free,Active,2025-06-20
CUST100345,Premium,Active,2025-06-13
CUST100346,Premium,Inactive,2025-06-04
CUST100347,Free,Inactive,2025-06-07
CUST100348,Premium,Active,2025-06-07
CUST100349,Premium,Active,2025-06-01
CUST100350,Free,Inactive,2025-06-18
CUST100351,Premium,Active,2025-06-04
CUST100352,Free,Inactive,2025-06-13
CUST100353,Premium,Inactive,2025-06-10
CUST100354,Free,Inactive,2025-06-15
CUST100355,Premium,Inactive,2025-06-15
CUST100356,Premium,Active,2025-06-13
CUST100357,Free,Inactive,2025-06-12
CUST100358,Free,Active,2025-06-16
CUST100359,Premium,Inactive,2025-06-18
CUST100360,Free,Active,2025-06-22
CUST100361,Premium,Active,2025-06-19
CUST100362,Free,Inactive,2025-06-22
CUST100363,Premium,Inactive,2025-06-16
CUST100364,Premium,Active,2025-06-10
CUST100365,Premium,Inactive,2025-06-12
CUST100366,Premium,Active,2025-06-10
CUST100367,Premium,Inactive,2025-06-20
CUST100368,Free,Active,2025-06-13
CUST100369,Free,Active,2025-06-06
CUST100370,Free,Inactive,2025-06-11
CUST100371,Premium,Active,2025-06-01
CUST100372,Free,Active,2025-06-06
CUST100373,Free,Active,2025-06-17
CUST100374,Premium,Inactive,2025-06-09
CUST100375,Premium,Inactive,2025-06-06
CUST100376,Free,Active,2025-06-13
CUST100377,Free,Active,2025-06-22
CUST100378,Premium,Inactive,2025-06-17
CUST100379,Free,Inactive,2025-06-07
CUST100380,Premium,Active,2025-06-10
CUST100381,Premium,Inactive,2025-06-18
CUST100382,Premium,Inactive,2025-06-16
CUST100383,Free,Inactive,2025-06-06
CUST100384,Premium,Inactive,2025-06-08
CUST100385,Premium,Active,2025-06-14
CUST100386,Free,Inactive,2025-06-01
CUST100387,Free,Inactive,2025-06-06
CUST100388,Premium,Inactive,2025-06-02
CUST100389,Premium,Active,2025-06-04
CUST100390,Premium,Active,2025-06-20
CUST100391,Free,Inactive,2025-06-07
CUST100392,Free,Active,2025-06-04
CUST100393,Free,Active,2025-06-06
CUST100394,Free,Active,2025-06-15
CUST100395,Free,Inactive,2025-06-07
CUST100396,Premium,Inactive,2025-06-20
CUST100397,Free,Active,2025-06-05
CUST100398,Free,Active,2025-06-16
CUST100399,Premium,Active,2025-06-04
CUST100400,Premium,Inactive,2025-06-07
CUST100401,Free,Active,2025-06-12
CUST100402,Free,Active,2025-06-05
CUST100403,Free,Inactive,2025-06-06
CUST100404,Free,Active,2025-06-09
CUST100405,Free,Inactive,2025-06-13
CUST100406,Free,Inactive,2025-06-07
CUST100407,Premium,Inactive,2025-06-13
CUST100408,Premium,Inactive,2025-06-02
CUST100409,Premium,Inactive,2025-06-03
CUST100410,Premium,Active,2025-06-20
CUST100411,Free,Inactive,2025-06-11
CUST100412,Free,Inactive,2025-06-17
CUST100413,Free,Active,2025-06-01
CUST100414,Free,Active,2025-06-21
CUST100415,Premium,Active,2025-06-11
CUST100416,Premium,Inactive,2025-06-16
CUST100417,Premium,Active,2025-06-18
CUST100418,Free,Inactive,2025-06-10
CUST100419,Free,Active,2025-06-12
CUST100420,Free,Active,2025-06-22
CUST100421,Free,Inactive,2025-06-13
CUST100422,Free,Inactive,2025-06-17
CUST100423,Free,Inactive,2025-06-06
CUST100424,Premium,Active,2025-06-10
CUST100425,Premium,Inactive,2025-06-12
CUST100426,Free,Inactive,2025-06-17
CUST100427,Premium,Inactive,2025-06-12
CUST100428,Premium,Inactive,2025-06-22
CUST100429,Free,Inactive,2025-06-21
CUST100430,Free,Inactive,2025-06-08
CUST100431,Premium,Active,2025-06-18
CUST100432,Free,Inactive,2025-06-17
CUST100433,Premium,Active,2025-06-17
CUST100434,Premium,Inactive,2025-06-06
CUST100435,Free,Active,2025-06-15
CUST100436,Free,Active,2025-06-09
CUST100437,Premium,Active,2025-06-16
CUST100438,Free,Active,2025-06-01
CUST100439,Free,Inactive,2025-06-10
CUST100440,Premium,Active,2025-06-20
CUST100441,Premium,Inactive,2025-06-02
CUST100442,Free,Active,2025-06-01
CUST100443,Premium,Active,2025-06-12
CUST100444,Premium,Active,2025-06-05
CUST100445,Premium,Inactive,2025-06-12
CUST100446,Premium,Inactive,2025-06-22
CUST100447,Free,Active,2025-06-06
CUST100448,Premium,Inactive,2025-06-07
CUST100449,Free,Active,2025-06-08
CUST100450,Premium,Active,2025-06-08
CUST100451,Free,Active,2025-06-15
CUST100452,Premium,Active,2025-06-05
CUST100453,Free,Active,2025-06-08
CUST100454,Free,Inactive,2025-06-05
CUST100455,Premium,Active,2025-06-19
CUST100456,Free,Inactive,2025-06-08
CUST100457,Premium,Active,2025-06-03
CUST100458,Free,Active,2025-06-22
CUST100459,Premium,Active,2025-06-15
CUST100460,Free,Inactive,2025-06-10
CUST100461,Free,Active,2025-06-06
CUST100462,Premium,Active,2025-06-18
CUST100463,Premium,Inactive,2025-06-03
CUST100464,Premium,Active,2025-06-16
CUST100465,Premium,Inactive,2025-06-22
CUST100466,Free,Active,2025-06-12
CUST100467,Premium,Active,2025-06-22
CUST100468,Premium,Active,2025-06-19
CUST100469,Premium,Active,2025-06-16
CUST100470,Premium,Active,2025-06-19
CUST100471,Premium,Active,2025-06-18
CUST100472,Premium,Inactive,2025-06-01
CUST100473,Premium,Inactive,2025-06-13
CUST100474,Free,Inactive,2025-06-03
CUST100475,Premium,Active,2025-06-21
CUST100476,Premium,Active,2025-06-18
CUST100477,Free,Inactive,2025-06-21
CUST100478,Free,Active,2025-06-09
CUST100479,Free,Inactive,2025-06-06
CUST100480,Free,Inactive,2025-06-22
CUST100481,Free,Active,2025-06-07
CUST100482,Premium,Inactive,2025-06-02
CUST100483,Free,Active,2025-06-14
CUST100484,Premium,Active,2025-06-19
CUST100485,Premium,Inactive,2025-06-05
CUST100486,Premium,Inactive,2025-06-04
CUST100487,Free,Inactive,2025-06-19
CUST100488,Premium,Active,2025-06-17
CUST100489,Free,Active,2025-06-01
CUST100490,Free,Active,2025-06-17
CUST100491,Premium,Active,2025-06-17
CUST100492,Free,Active,2025-06-05
CUST100493,Free,Inactive,2025-06-17
CUST100494,Free,Inactive,2025-06-06
CUST100495,Free,Active,2025-06-02
CUST100496,Free,Inactive,2025-06-22
CUST100497,Premium,Active,2025-06-15
CUST100498,Free,Active,2025-06-17
CUST100499,Free,Active,2025-06-21
CUST100500,Premium,Active,2025-06-03
CUST100501,Free,Active,2025-06-12
CUST100502,Free,Inactive,2025-06-19
CUST100503,Free,Inactive,2025-06-01
CUST100504,Free,Active,2025-06-07
CUST100505,Free,Inactive,2025-06-12
CUST100506,Premium,Active,2025-06-10
CUST100507,Premium,Inactive,2025-06-13
CUST100508,Premium,Active,2025-06-04
CUST100509,Premium,Active,2025-06-21
CUST100510,Free,Active,2025-06-08
CUST100511,Free,Active,2025-06-19
CUST100512,Premium,Active,2025-06-14
CUST100513,Premium,Inactive,2025-06-04
CUST100514,Free,Active,2025-06-22
CUST100515,Free,Inactive,2025-06-14
CUST100516,Free,Inactive,2025-06-06
CUST100517,Free,Active,2025-06-20
CUST100518,Premium,Active,2025-06-17
CUST100519,Premium,Inactive,2025-06-18
CUST100520,Free,Inactive,2025-06-07
CUST100521,Premium,Inactive,2025-06-07
CUST100522,Premium,Active,2025-06-13
CUST100523,Premium,Active,2025-06-15
CUST100524,Free,Inactive,2025-06-07
CUST100525,Premium,Active,2025-06-04
CUST100526,Premium,Inactive,2025-06-11
CUST100527,Free,Inactive,2025-06-16
CUST100528,Premium,Inactive,2025-06-05
CUST100529,Premium,Active,2025-06-17
CUST100530,Free,Inactive,2025-06-04
CUST100531,Premium,Inactive,2025-06-16
CUST100532,Free,Inactive,2025-06-18
CUST100533,Free,Active,2025-06-13
CUST100534,Free,Active,2025-06-16
CUST100535,Free,Inactive,2025-06-21
CUST100536,Premium,Active,2025-06-06
CUST100537,Premium,Inactive,2025-06-16
CUST100538,Premium,Active,2025-06-15
CUST100539,Free,Inactive,2025-06-10
CUST100540,Premium,Active,2025-06-09
CUST100541,Premium,Active,2025-06-08
CUST100542,Premium,Inactive,2025-06-20
CUST100543,Premium,Inactive,2025-06-05
CUST100544,Premium,Inactive,2025-06-01
CUST100545,Premium,Inactive,2025-06-08
CUST100546,Free,Inactive,2025-06-21
CUST100547,Free,Inactive,2025-06-18
CUST100548,Free,Inactive,2025-06-09
CUST100549,Premium,Inactive,2025-06-22
CUST100550,Free,Active,2025-06-08
CUST100551,Premium,Active,2025-06-11
CUST100552,Free,Inactive,2025-06-06
CUST100553,Free,Inactive,2025-06-13
CUST100554,Free,Inactive,2025-06-17
CUST100555,Free,Active,2025-06-13
CUST100556,Premium,Active,2025-06-17
CUST100557,Premium,Inactive,2025-06-01
CUST100558,Premium,Inactive,2025-06-15
CUST100559,Free,Active,2025-06-17
CUST100560,Free,Active,2025-06-09
CUST100561,Free,Inactive,2025-06-06
CUST100562,Premium,Inactive,2025-06-21
CUST100563,Premium,Inactive,2025-06-07
CUST100564,Free,Inactive,2025-06-14
CUST100565,Free,Inactive,2025-06-11
CUST100566,Premium,Active,2025-06-06
CUST100567,Free,Inactive,2025-06-14
CUST100568,Premium,Active,2025-06-04
CUST100569,Premium,Inactive,2025-06-03
CUST100570,Free,Active,2025-06-22
CUST100571,Free,Inactive,2025-06-05
CUST100572,Free,Active,2025-06-22
CUST100573,Premium,Inactive,2025-06-19
CUST100574,Premium,Inactive,2025-06-13
CUST100575,Free,Inactive,2025-06-15
CUST100576,Free,Inactive,2025-06-17
CUST100577,Free,Active,2025-06-16
CUST100578,Premium,Inactive,2025-06-17
CUST100579,Free,Inactive,2025-06-14
CUST100580,Free,Inactive,2025-06-19
CUST100581,Premium,Active,2025-06-22
CUST100582,Premium,Inactive,2025-06-19
CUST100583,Free,Inactive,2025-06-01
CUST100584,Free,Active,2025-06-11
CUST100585,Premium,Inactive,2025-06-21
CUST100586,Free,Active,2025-06-21
CUST100587,Premium,Active,2025-06-06
CUST100588,Premium,Inactive,2025-06-17
CUST100589,Free,Active,2025-06-09
CUST100590,Free,Active,2025-06-11
CUST100591,Free,Active,2025-06-02
CUST100592,Premium,Active,2025-06-14
CUST100593,Free,Inactive,2025-06-15
CUST100594,Free,Inactive,2025-06-14
CUST100595,Premium,Inactive,2025-06-20
CUST100596,Free,Active,2025-06-14
CUST100597,Free,Active,2025-06-21
CUST100598,Premium,Inactive,2025-06-12
CUST100599,Free,Active,2025-06-03
CUST100600,Free,Active,2025-06-15
CUST100601,Premium,Inactive,2025-06-21
CUST100602,Premium,Active,2025-06-19
CUST100603,Free,Active,2025-06-03
CUST100604,Free,Inactive,2025-06-10
CUST100605,Premium,Inactive,2025-06-12
CUST100606,Free,Active,2025-06-11
CUST100607,Premium,Active,2025-06-11
CUST100608,Free,Active,2025-06-01
CUST100609,Premium,Inactive,2025-06-04
CUST100610,Free,Inactive,2025-06-10
CUST100611,Free,Inactive,2025-06-11
CUST100612,Premium,Inactive,2025-06-20
CUST100613,Free,Inactive,2025-06-03
CUST100614,Free,Active,2025-06-19
CUST100615,Premium,Inactive,2025-06-09
CUST100616,Free,Active,2025-06-21
CUST100617,Premium,Active,2025-06-05
CUST100618,Free,Inactive,2025-06-10
CUST100619,Free,Inactive,2025-06-07
CUST100620,Premium,Active,2025-06-01
CUST100621,Free,Active,2025-06-16
CUST100622,Free,Active,2025-06-04
CUST100623,Free,Inactive,2025-06-10
CUST100624,Premium,Inactive,2025-06-17
CUST100625,Premium,Active,2025-06-07
CUST100626,Free,Inactive,2025-06-15
CUST100627,Free,Inactive,2025-06-16
CUST100628,Premium,Inactive,2025-06-07
CUST100629,Premium,Inactive,2025-06-11
CUST100630,Premium,Active,2025-06-06
CUST100631,Free,Active,2025-06-17
CUST100632,Premium,Active,2025-06-12
CUST100633,Free,Active,2025-06-13
CUST100634,Premium,Active,2025-06-08
CUST100635,Premium,Inactive,2025-06-02
CUST100636,Free,Inactive,2025-06-05
CUST100637,Premium,Inactive,2025-06-22
CUST100638,Free,Active,2025-06-18
CUST100639,Premium,Inactive,2025-06-17
CUST100640,Free,Active,2025-06-03
CUST100641,Free,Inactive,2025-06-21
CUST100642,Premium,Active,2025-06-08
CUST100643,Free,Inactive,2025-06-13
CUST100644,Premium,Inactive,2025-06-18
CUST100645,Premium,Inactive,2025-06-06
CUST100646,Free,Active,2025-06-03
CUST100647,Premium,Inactive,2025-06-02
CUST100648,Free,Active,2025-06-06
CUST100649,Free,Active,2025-06-18
CUST100650,Free,Active,2025-06-08
CUST100651,Premium,Inactive,2025-06-09
CUST100652,Premium,Active,2025-06-16
CUST100653,Free,Active,2025-06-18
CUST100654,Premium,Inactive,2025-06-01
CUST100655,Premium,Inactive,2025-06-12
CUST100656,Premium,Inactive,2025-06-01
CUST100657,Premium,Inactive,2025-06-16
CUST100658,Premium,Active,2025-06-03
CUST100659,Free,Inactive,2025-06-03
CUST100660,Premium,Active,2025-06-18
CUST100661,Free,Inactive,2025-06-10
CUST100662,Free,Inactive,2025-06-20
CUST100663,Premium,Active,2025-06-11
CUST100664,Premium,Active,2025-06-17
CUST100665,Premium,Active,2025-06-18
CUST100666,Premium,Inactive,2025-06-16
CUST100667,Premium,Inactive,2025-06-05
CUST100668,Premium,Inactive,2025-06-05
CUST100669,Free,Active,2025-06-17
CUST100670,Premium,Active,2025-06-19
CUST100671,Free,Inactive,2025-06-02
CUST100672,Free,Inactive,2025-06-03
CUST100673,Premium,Active,2025-06-06
CUST100674,Free,Active,2025-06-01
CUST100675,Premium,Active,2025-06-14
CUST100676,Free,Inactive,2025-06-06
CUST100677,Premium,Active,2025-06-19
CUST100678,Free,Inactive,2025-06-09
CUST100679,Premium,Inactive,2025-06-07
